product_name,brand,category,sub_category,price,discount_rate,rating,review_count,tags,description,image_url,source,source_url
[UNISEX/소장추천!]루즈 박시 오버 빈티지 힙 넘버 프린팅 포인트 썸머 니트 후드 집업(3color),키미스,집업/점퍼,,47820,3,0.0,0.0,,,https://d3ha2047wt6x28.cloudfront.net/84HAP8iV_24/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2UyNzJkNTM5ZDBiODVmY2I2MmE4ODZiM2IyYThhZDk5LmdpZg,에이블리,https://m.a-bly.com/goods/68187127
여름필수/살안타템*묶음할인[자외선차단/여름니트] 보잉 세미크롭 그물 매쉬 니트 긴팔 후드집업,루너프,집업/점퍼,,42960,0,94.0,57.0,"아우터,상의,집업,니트집업,여름집업,여름아우터,긴팔집업,후드집업,메쉬,매쉬,그물니트,살안타,져지,10대,20대,데일리,오버핏,통통,팔뚝커버,상체커버,커버업,스포티,소라,바다,여행,스트링,아방,여름니트,세미크롭,투웨이",,https://d3ha2047wt6x28.cloudfront.net/NAMGKrAaEUQ/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2E0YWI3NGNiMzBmYTJkZjFkNzI0ZTBjNTYyNDMzZTNmLmdpZg,에이블리,https://m.a-bly.com/goods/49192459
[살안타템][MADE] 모어린 썸머 린넨 가디건,퓨어다,가디건,,34200,5,0.0,0.0,"린넨가디건,썸머가디건,여름린넨,여름가디건,여성가디건,린넨여성의류,여름여성패션,데일리가디건,린넨패션,썸머패션",,https://d3ha2047wt6x28.cloudfront.net/WXV3cVQDbVY/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2Q0YTFjNjBhNGJkZmZkMTFkYzFhZjdjMDAyNzkzYTY0LmpwZw,에이블리,https://m.a-bly.com/goods/68171548
[made!!] Masaki Slim Hoodie,ALTERMASAKI,집업/점퍼,,37900,5,98.0,58.0,"슬림핏,슬림후드,후드집업,기능성,매쉬,매쉬후드집업,슬림핏후드집업,자체제작",,https://d3ha2047wt6x28.cloudfront.net/m5fZ3idNlNg/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2E0MTVhMzIwYjg1ZDhjZmNmYzdmNjNhYTZhMGRlNDI4LndlYnA,에이블리,https://m.a-bly.com/goods/65462157
셔츠배색 원피스 자켓,별,자켓,,69820,5,0.0,0.0,,,https://d3ha2047wt6x28.cloudfront.net/urDyMafbxCo/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2FiYzFkNDNhYTUxODYwNjQ2ZmNhZTg3MjhiOWEzMmQ5LmdpZg,에이블리,https://m.a-bly.com/goods/68212253
티콘 레이스 골지 나시 가디건 SET,TWEE,가디건,,49900,0,0.0,0.0,"가디건,나시,가디건세트,나시가디건세트,골지가디건,레이스,골지,세트,여름가디건,슬리브리스,하객룩,데이트룩,나시가디건,골지니트,여리여리",,https://d3ha2047wt6x28.cloudfront.net/FXafg_ln3eQ/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2ZlN2NlYmVkYzg2MjgyYTgwZDQ2Yzg3YjcyMmI3MzhmLmpwZw,에이블리,https://m.a-bly.com/goods/68181980
덤플링 윈드 자켓,모래하우스,바람막이,,38590,7,0.0,0.0,,,https://d3ha2047wt6x28.cloudfront.net/__C9R82GTCQ/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzLzIyNzI2NGU3ZjE3NDQzODg4MmJiOTYwMjM5MDU1YTExLmdpZg,에이블리,https://m.a-bly.com/goods/68077919
[6color/살안타템] 노비스 골지 크롭 가디건,원더원더,가디건,,21290,20,0.0,0.0,"원더원더,상의,레이어드반팔,오프숄더,레이어드,원숄더,여름미니원피스,여름롱원피스,민트,반팔가디건,볼레로가디건,볼레로,린넨가디건,살안타가디건,모리걸,여름롱스커트,롱치마,생지데님,부츠컷,흑청,여름체크셔츠,체크반팔셔츠,여름셔츠,캡내장나시,민소매,홀터넥,카프리팬츠,여름긴팔,여름하객룩,여름반팔셔츠",,https://d3ha2047wt6x28.cloudfront.net/fdZwIU-8Zz8/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzLzVjYzY2NTYxZmY4MmYxZjI2YzlhNmQ5NmVjYjQ3MTEzLmdpZg,에이블리,https://m.a-bly.com/goods/68208864
데님자켓종결[데일리템!] 라이킷 라이드 투포켓 크롭 반팔 데님 셔츠 남방 청자켓 긴팔버전 추가 간절기 데님 아우터 사계절 간절기아우터,자스민벨,자켓,,23150,22,92.0,6398.0,"투포켓,포켓,크롭,반팔,데님,셔츠,남방,청자켓,포켓데님,반팔데님,반팔데님셔츠,반팔데님자켓,반팔청자켓,반팔데님남방,반팔셔츠,반팔남방,봄,여름,여름자켓,여름셔츠,셔츠추천,데님코디,청청코디,여름신상,자스민벨,아우터,롤업,롤업셔츠,롤업자켓,휴가룩",,https://d3ha2047wt6x28.cloudfront.net/npyMZPPpXZQ/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2ExMjlmOWVhMWQ5OTQ1YjU0MmUzMWFjNDIwZjE4ZDg3LmdpZg,에이블리,https://m.a-bly.com/goods/18780603
MADE/간절기/살안타템자체제작 여름 골지 가디건 여리핏 핏보장 루즈핏 팔뚝살커버 휴가룩 여신룩 데이트룩 꾸안꾸 썸머 데일리룩 나들이룩 여친룩 여리루즈핏 청순 여름코디,라이니,가디건,,16550,57,94.0,19.0,"여름가디건,살안타템,장마룩,햇빛차단,긴팔가디건,니트가디건,라운드,골지가디건,여름긴팔,여름",,https://d3ha2047wt6x28.cloudfront.net/jy4SZKUlfKM/pr:NEW_GOODS_THUMB_WEBP/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzL2ViY2IyNjNmYWQwNjhkNDA4YzY1MTk4ODViMjZkMjU3LmdpZg,에이블리,https://m.a-bly.com/goods/67502607
